Review
"Minta tolong diperbaiki untuk masalah login, saya sudah login dengan akun tapi belum sampai 10 menit sudah habis waktu (expired) dan otomatis ke logout sendiri. Tolong jangan dibuat tiap keluar aplikasi akun logout sendiri, jadinya bikin ribet. Banyak konten live streaming juga masih sulit diakses dengan keterangan ""Content couldn't load"", minta tolong maxstream sistemnya diperbaiki dan diimprove lagi sebelum ""Pesta Bola Gembira"" dimulai semua live stream nya."
"Saat sedang nonton Piala Dunia setiap beberapa menit sekali muncul error yang tidak jelas dan selalu berulang, saat keluar dan masuk kembali ke aplikasi muncul error baru ""video couldn't load"" padahal semua koneksi stabil. aneh bgt ini aplikasi, jika urusannya sudah subscription haram untuk error."
"Rencananya mau beli paket MaxStream buat nonton Piala Dunia. Tapi setelah lihat review aplikasinya baik versi mobile maupun Android TV banyak yang mengeluh harus login terus setiap saat. Ini repot banget sih. Jadi, saya urungkan dulu niat buat langganan paketnya. Mungkin alternatifnya mau coba nonton di FolaPlay aja."
"Ini aplikasi paling membosankan dan paling menyusahkan dari aplikasi apapun yg pernah aku tau, setiap kita mau buka harus selalu login lagi dari awal. Setiap mau menonton harus login ulang, dan menunggu kode OTP lagi. Menyesal bayar."
"sangat tidak nyaman, sesi expired sangat sering meskipun menggunakan jaringan indihome sendiri yang jelas jelas tertera paket langganan termasuk aplikasi ini. live stream terputus berulang kali. semoga bisa lebih baik ke depannya."
"udah beli paket bola gembira buat nonton world Cup di smart TV, tapi baru sekali nonton besoknya udah error dengan keterangan harus beli paket langganan lagi. padahal statusnya paketnya udah aktif yang 2 bulan. payahh."
"instal aplikasi ini karena piala dunia 2026, sudah beli paketnya bola gembira tapi kalo login di laptop/PC, dari awal pertandingan live suka putus koneksi, saya klik lagi layarnya nyambung lagi, beberapa detik seperti itu lagi saya klik lagi layarnya jalan lagi, kalo tidak di klik layarnya ga bakal maju lagi.sudah 3 wifi, dikantor dan dirumah sama saja, hotspot dari hape sama saja.tolong dibenahi untuk versi yg website/konek laptop. kalo bukan karena piala dunia ga kepikiran saya instal apk ini"
nonton piala dunia sedikit sedikit video terjeda dan muncul tulisan retry. momen krusial malah gak kelihatan karena sering layar hitam dan muncul tulisan itu. padahal udah beli paket 85 ribu di telkomsel. aplikasi apaan ini..
"alasan saya kasih bintang 5 supaya kalian ga jadi korban lagi,terjadi eror saat masuk aplikasi,tidak tau kenapa walaupun sudah di ulang login tapi sama aja ga bisa masuk ke tampilan menu, sangat mengecewakan padahal sudah berlangganan,jadi sia2"
"streaming untuk piala dunia mulai ok, 720p & 1080 udah gak ngelag, sesuai janji saya yang kemarin saya kasih bintang 5. tapi kalo jelek saya turunin lagi, terima kasih."
"Aplikasi Penipu, Sudah Beli paket untuk Nonton bola Piala Dunia, paketnya sudah aktif tapi nonton di aplikasi tidak bisa terputar. selalu coba lagi, cuma waiting terus."
"Parah. Rp85.000 buat langganan MaxStream demi nonton Piala Dunia, pas hari H malah nggak bisa dipakai. Sekelas Telkomsel ternyata belum sanggup menyiapkan infrastruktur streaming yang benar-benar siap. Sama juga dengan TVRI dan Komdigi yang gembar-gembor nonton gratis di TVRI, tapi pas pertandingan server malah njepat. Piala Dunia bukan acara dadakan. Kesan yang muncul: promosi dan pencitraan jalan terus, tapi kualitas layanan saat diuji justru ambyar. Kapok banget dah!"
"Udah beli paket Bola Gembira 60 hari seharga 80rb, ternyata cuman bisa buat nonton 1 match aja. Kalo mau nonton pertandingan lain harus beli paket lagi. Duh, masa harus beli paket terus setiap mau nonton pertandingan? tekor dong."
"Sudah bayar buat nonton piala dunia tapi aplikasinya ada bug, pas nonton sering log out sendiri padahal sudah update aplikasi terus layar kadang hitam sebentar sangat mengganggu dan layar ada terpotong seperti pencetak gol namanya tidak nampak"
"tolong jangan sering login ulang capek minta kode otp terus masukin username ,mohon perbaiki mau tiap nonton pildun harus login terus, dan juga waktu nonton siaran ulang koneksi terputus terus tolong segera d perbaiki"
"aplikasi error padahal sudah berlangganan paket bola gembira tetapi konten tidak dapat dimuat, sudah berkali kali login tetap ga bisa di mainkan"
"jelek banget sumpah, gue nonton gak tenang selalau muncul anda tidak terhubung jaringan internet, kocak banget, tolong lah perbaiki, ini lagi sekarang malah error gak bisa di tonton bahkan gak bisa di buka jadi perbaiki lah gua udah berlangganan ini lo, cepat sedikit tolong,,, HIDUP JOKOWI🔥🔥"
"yg pertama, saat nonton bola, tiba-tiba keluar. sesi selesai infonya. yang kedua, selalu harus login, kirim otp WA dan SMS, repot. yang ketiga, ketiga gangguan jaringan, otomatis log out, harus log in lagi"
"aku bayar 85.000/60 hari buat nonton bola FIFA, tapi setiap 12 jam sekali paketnya mati sendiri dan harus log in ulang. masukin no hp lagi. masukin kode opt lagi, apa apaan?? lagi enak enak nonton. kesel banget... aplikasi lu legal ga sih? gue bayar loh anjirr"
